time[ms],[Ca2+]_i[μM]
6.708004786441199485e+01,4.315810203552246094e-01
6.716850306460730735e+01,4.295566678047180176e-01
6.725804926822058860e+01,4.275344610214233398e-01
6.734758784243933860e+01,4.255122542381286621e-01
6.743713404605261985e+01,4.234900176525115967e-01
6.752667262027136985e+01,4.214678108692169189e-01
6.761621882388465110e+01,4.194455742835998535e-01
6.770575739810340110e+01,4.174233675003051758e-01
6.779530360171668235e+01,4.154011607170104980e-01
6.788484217593543235e+01,4.133789241313934326e-01
6.797642542788855735e+01,4.113608300685882568e-01
6.806922175357215110e+01,4.093451499938964844e-01
6.816202570865027610e+01,4.073294997215270996e-01
6.825482203433386985e+01,4.053138196468353271e-01
6.834761836001746360e+01,4.032981693744659424e-01
6.844041468570105735e+01,4.012824892997741699e-01
6.853321101138465110e+01,3.992668390274047852e-01
6.862600733706824485e+01,3.972511589527130127e-01
6.871990992495886985e+01,3.952378332614898682e-01
6.881768061587683860e+01,3.932326734066009521e-01
6.891544367740027610e+01,3.912275135517120361e-01
6.901320673892371360e+01,3.892223238945007324e-01
6.911096980044715110e+01,3.872171640396118164e-01
6.920873286197058860e+01,3.852120041847229004e-01
6.930649592349402610e+01,3.832068145275115967e-01
6.940426661441199485e+01,3.812016546726226807e-01
6.950482966372840110e+01,3.792028427124023438e-01
6.960997797915808860e+01,3.772143721580505371e-01
6.971511866519324485e+01,3.752259314060211182e-01
6.982026698062293235e+01,3.732374906539916992e-01
6.992541529605261985e+01,3.712490499019622803e-01
7.003055598208777610e+01,3.692606091499328613e-01
7.013570429751746360e+01,3.672721385955810547e-01
7.024432398745886985e+01,3.652925193309783936e-01
7.036323573062293235e+01,3.633389472961425781e-01
7.048214747378699485e+01,3.613853752613067627e-01
7.060105921695105735e+01,3.594318032264709473e-01
7.071996333072058860e+01,3.574782311916351318e-01
7.083887507388465110e+01,3.555246889591217041e-01
7.095778681704871360e+01,3.535711169242858887e-01
7.107669856021277610e+01,3.516175448894500732e-01
7.119560267398230735e+01,3.496639728546142578e-01
7.131451441714636985e+01,3.477104008197784424e-01
7.143342616031043235e+01,3.457568287849426270e-01
7.155233790347449485e+01,3.438032865524291992e-01
7.167124964663855735e+01,3.418497145175933838e-01
7.179015376040808860e+01,3.398961424827575684e-01
7.190906550357215110e+01,3.379425704479217529e-01
7.202797724673621360e+01,3.359889984130859375e-01
7.214688898990027610e+01,3.340354263782501221e-01
7.226579310366980735e+01,3.320818841457366943e-01
7.238470484683386985e+01,3.301283121109008789e-01
7.250361658999793235e+01,3.281747400760650635e-01
7.262252833316199485e+01,3.262211680412292480e-01
7.274144007632605735e+01,3.242675960063934326e-01
7.286034419009558860e+01,3.223140239715576172e-01
7.297925593325965110e+01,3.203604817390441895e-01
7.309816767642371360e+01,3.184069097042083740e-01
7.321707941958777610e+01,3.164533376693725586e-01
7.334477259585730735e+01,3.145262897014617920e-01
7.348575617740027610e+01,3.126392960548400879e-01
7.362673212954871360e+01,3.107523322105407715e-01
7.376771571109168235e+01,3.088653385639190674e-01
